post_id,platform,post_type,Likes,Comments,Shares,Impressions,Reach,age
27742,Twitter,Image,851,236,54,1354,642,37
27743,Facebook,Image,245,342,15,1794,3554,23
27744,Twitter,Link,658,267,62,2829,4916,57
27745,Twitter,Video,979,261,189,6895,2692,54
27746,LinkedIn,Video,735,29,149,4316,4867,45
27747,Instagram,Video,308,15,7,4072,4586,33
27748,Twitter,Image,505,268,44,2675,1309,34
27749,Facebook,Link,846,291,162,6488,4223,35
27750,Instagram,Link,24,147,200,2835,3452,37
27751,Instagram,Link,631,320,65,9776,3578,35
27752,LinkedIn,Link,103,103,187,2480,4214,29
27753,Facebook,Link,689,70,190,6437,776,33
27754,Facebook,Link,915,443,0,5402,4674,63
27755,Twitter,Video,466,236,167,7363,4106,23
27756,Facebook,Link,449,32,10,1363,687,21
27757,Twitter,Image,582,19,30,7839,4862,59
27758,Twitter,Video,457,11,21,5621,961,41
27759,LinkedIn,Image,596,284,44,5507,1228,60
27760,Twitter,Link,211,222,194,1301,2770,40
27761,Twitter,Image,2,201,149,5167,2163,45
27762,LinkedIn,Image,400,426,46,8535,2808,23
27763,Instagram,Link,965,58,74,6891,3662,18
27764,Twitter,Link,99,114,131,6676,2954,25
27765,LinkedIn,Video,182,162,100,9699,4928,58
27766,Instagram,Image,366,287,122,7516,4676,38
27767,Instagram,Image,799,491,55,8142,1374,49
27768,Facebook,Video,78,201,173,5654,841,28
27769,Twitter,Link,744,23,107,9167,4557,58
27770,LinkedIn,Image,732,272,31,2981,995,35
27771,Instagram,Video,859,367,146,6044,2291,23
27772,LinkedIn,Image,560,215,196,2747,2724,59
27773,LinkedIn,Link,912,409,29,8000,4887,42
27774,Facebook,Link,131,92,194,6143,3963,31
27775,Instagram,Video,340,346,128,5423,4765,47
27776,Facebook,Image,257,485,79,3434,4512,63
27777,Instagram,Video,361,416,5,7561,1041,27
27778,Facebook,Image,13,215,136,8263,3153,54
27779,LinkedIn,Link,401,114,143,8890,540,31
27780,Twitter,Link,192,233,18,3366,2498,40
27781,LinkedIn,Image,606,172,5,3029,3637,28
27782,Twitter,Image,806,319,15,5780,2367,44
27783,Instagram,Link,459,315,74,9989,3750,23
27784,Instagram,Video,57,47,116,6239,3879,26
27785,Twitter,Image,260,248,55,5826,1724,51
27786,Twitter,Image,915,250,89,3564,4624,56
27787,Twitter,Image,832,274,52,8576,3702,40
27788,Facebook,Link,387,487,111,8153,3420,19
27789,LinkedIn,Video,894,48,150,7737,4915,49
27790,Facebook,Video,62,475,76,8000,1763,54
27791,Twitter,Image,154,162,145,2778,1701,48
27792,Twitter,Link,287,370,42,5431,2459,50
27793,Instagram,Link,989,80,112,4296,4025,53
27794,Instagram,Link,917,409,8,7064,734,33
27795,Twitter,Image,136,17,111,5030,4513,33
27796,LinkedIn,Video,678,7,131,9290,1469,55
27797,Instagram,Link,606,9,112,6968,2896,48
27798,Facebook,Link,274,236,155,5580,3320,58
27799,Twitter,Video,959,94,84,8657,689,63
27800,Twitter,Link,668,34,124,6057,1096,29
27801,Twitter,Image,89,177,84,8426,1293,25
27802,LinkedIn,Link,301,20,29,6231,1017,25
27803,Facebook,Link,696,26,22,3310,753,64
27804,Instagram,Link,360,444,170,4748,2961,51
27805,Facebook,Video,337,285,7,4128,937,54
27806,LinkedIn,Image,31,29,39,6791,4469,40
27807,LinkedIn,Link,914,424,118,5531,2410,26
27808,LinkedIn,Link,696,325,34,4534,975,27
27809,Instagram,Video,21,51,139,9667,1208,40
27810,Facebook,Image,772,99,147,6260,634,35
27811,LinkedIn,Video,97,457,106,2967,3599,57
27812,Facebook,Video,950,412,178,6521,1448,63
27813,LinkedIn,Video,269,456,71,5922,1471,64
27814,Twitter,Image,237,416,117,3647,2531,52
27815,Instagram,Image,603,301,185,7388,3115,53
27816,Facebook,Video,20,231,18,6693,3851,51
27817,LinkedIn,Image,531,319,50,9892,3611,26
27818,Twitter,Video,144,39,159,2106,541,48
27819,Facebook,Video,313,190,185,6114,4565,61
27820,Facebook,Image,364,117,148,8169,3640,46
27821,Instagram,Link,120,415,137,1179,2339,31
27822,Facebook,Image,433,470,38,2216,2024,33
27823,Instagram,Video,632,209,41,6453,4605,52
27824,Facebook,Link,31,248,61,3119,1360,19
27825,Facebook,Image,926,8,183,9857,976,35
27826,Twitter,Video,187,33,186,1358,4038,43
27827,Facebook,Link,403,291,89,6265,3004,41
27828,LinkedIn,Video,683,432,163,1979,3667,40
27829,Facebook,Image,917,277,114,5048,3044,52
27830,Instagram,Image,153,188,195,3671,4610,39
27831,Twitter,Video,709,328,105,6009,4392,48
27832,LinkedIn,Image,97,175,48,5601,4535,48
27833,LinkedIn,Video,714,209,109,8518,2337,59
27834,Twitter,Video,287,156,68,7977,3522,63
27835,Twitter,Image,243,148,5,2372,2794,20
27836,LinkedIn,Image,787,156,71,4789,2565,53
27837,Twitter,Image,578,343,16,1073,4543,39
27838,Twitter,Link,827,0,4,6477,2188,48
27839,LinkedIn,Image,150,57,32,7810,2323,55
27840,Instagram,Link,170,169,65,8140,1684,54
27841,Instagram,Video,639,389,63,3948,2942,29
27842,Twitter,Video,141,133,143,7395,2630,43
27843,Instagram,Link,196,230,139,1528,3532,35
27844,LinkedIn,Link,620,51,67,7269,2170,23
27845,LinkedIn,Link,223,88,166,3623,1353,28
27846,LinkedIn,Image,75,196,66,2181,4389,62
27847,Facebook,Image,449,500,141,9673,605,31
27848,Twitter,Image,346,95,164,9449,1212,24
27849,Instagram,Link,259,426,95,8840,1425,43
27850,Facebook,Image,77,427,116,5714,3380,42
27851,LinkedIn,Video,410,358,125,8880,1889,36
27852,Facebook,Video,342,49,59,5959,4552,49
27853,LinkedIn,Link,258,392,76,6478,1393,37
27854,Instagram,Link,54,185,137,9187,3788,50
27855,Instagram,Image,792,269,68,4376,4739,55
27856,Instagram,Image,628,355,21,5308,714,23
27857,Instagram,Link,30,105,196,4887,1819,42
27858,LinkedIn,Video,825,349,71,9467,3701,61
27859,Facebook,Link,831,227,126,6430,787,50
27860,Twitter,Video,329,174,196,1513,699,64
27861,Twitter,Link,848,227,92,7497,2280,64
27862,Instagram,Image,114,293,174,4448,4334,62
27863,Instagram,Image,963,11,7,3451,4460,44
27864,Facebook,Link,908,175,182,1370,4764,40
27865,Facebook,Video,216,366,168,4333,2954,37
27866,Twitter,Image,998,224,48,1276,2737,22
27867,Instagram,Video,249,341,174,6472,4407,56
27868,LinkedIn,Link,613,6,58,5780,956,65
27869,Instagram,Link,230,337,199,1121,1836,40
27870,Twitter,Link,665,188,151,6244,3752,64
27871,Facebook,Video,696,459,95,3975,1019,37
27872,Instagram,Link,722,476,160,1516,2256,58
27873,Twitter,Video,59,8,184,5323,954,54
27874,Facebook,Image,199,347,165,4349,3752,48
27875,Instagram,Image,101,241,189,3416,1378,42
27876,Instagram,Link,294,88,70,9335,1036,55
27877,LinkedIn,Link,298,242,152,8773,1614,56
27878,Facebook,Image,806,277,36,5371,1826,32
27879,Facebook,Video,517,387,116,5955,3218,46
27880,Instagram,Link,57,257,59,7362,3559,57
27881,Facebook,Video,422,468,35,5282,2781,36
27882,Twitter,Image,493,309,47,4957,569,65
27883,Instagram,Image,402,430,151,3582,1653,47
27884,LinkedIn,Link,494,12,182,7405,4042,18
27885,Instagram,Video,546,58,187,6580,4808,24
27886,Twitter,Video,412,373,176,9917,4819,32
27887,Facebook,Image,149,3,136,1118,1232,49
27888,LinkedIn,Image,233,289,108,5232,4844,40
27889,LinkedIn,Video,997,222,27,7847,4715,35
27890,Facebook,Video,940,187,188,7920,2674,18
27891,Facebook,Video,514,303,189,7688,2169,28
27892,Facebook,Image,388,236,69,7864,1549,27
27893,Instagram,Link,120,61,77,4011,4369,31
27894,Facebook,Link,482,102,153,5300,2695,56
27895,Twitter,Video,837,431,10,3322,1972,44
27896,LinkedIn,Video,341,338,151,6018,954,64
27897,Instagram,Video,769,404,63,1646,4039,30
27898,Twitter,Image,902,93,77,3707,3725,58
27899,LinkedIn,Image,616,4,177,7911,4565,58
27900,Facebook,Video,498,436,104,2601,632,29
27901,Instagram,Link,163,280,51,5203,4907,37
27902,Facebook,Link,126,353,5,1615,2980,34
27903,LinkedIn,Video,477,269,101,1041,1433,63
27904,Instagram,Link,430,164,49,2203,2035,30
27905,LinkedIn,Video,370,346,140,3946,4544,32
27906,Facebook,Video,971,372,31,7905,1066,19
27907,LinkedIn,Video,685,430,174,2449,4252,53
27908,LinkedIn,Video,760,420,65,3614,4703,37
27909,LinkedIn,Link,252,218,86,3977,3903,50
27910,Instagram,Link,373,492,172,1652,4533,37
27911,Twitter,Link,199,7,117,4301,1722,20
27912,Facebook,Image,756,21,195,5546,3315,24
27913,Instagram,Image,945,255,169,6049,1212,54
27914,Twitter,Image,892,105,159,3391,4687,25
27915,Twitter,Image,608,89,37,2113,4119,25
27916,LinkedIn,Link,258,96,110,3224,3928,64
27917,Facebook,Image,635,106,126,8826,1074,24
27918,LinkedIn,Image,922,328,44,2062,2536,45
27919,LinkedIn,Video,261,33,118,3154,1993,24
27920,LinkedIn,Image,802,58,171,4857,991,21
27921,Instagram,Link,447,48,136,3706,3325,59
27922,LinkedIn,Video,5,220,86,4355,4077,22
27923,Twitter,Image,127,396,102,7394,4111,41
27924,Facebook,Link,908,45,58,3827,1460,65
27925,LinkedIn,Image,598,329,76,2086,1346,60
27926,Instagram,Image,471,68,33,7023,1254,44
27927,Facebook,Video,809,261,53,4273,3142,51
27928,LinkedIn,Image,851,495,68,3837,2827,37
27929,LinkedIn,Image,236,80,190,3588,1465,45
27930,LinkedIn,Link,448,229,188,8649,1669,61
27931,LinkedIn,Video,981,34,24,1327,3569,25
27932,Instagram,Link,834,122,197,5688,1638,47
27933,Twitter,Image,869,307,134,9928,1050,35
27934,Facebook,Image,164,21,181,3811,2046,18
27935,LinkedIn,Video,632,250,181,9995,3457,24
27936,Twitter,Image,804,418,0,5538,4756,39
27937,Twitter,Image,191,230,147,7193,550,65
27938,Facebook,Link,530,138,130,5140,3676,59
27939,Instagram,Image,548,108,96,5520,2745,50
27940,Facebook,Image,22,344,42,2918,1765,62
27941,Instagram,Link,722,357,112,5153,2616,58
27942,Instagram,Video,220,100,116,2333,2579,32
27943,Twitter,Link,28,423,176,1212,4076,50
27944,Instagram,Image,587,18,136,5719,4310,18
27945,Twitter,Image,813,266,3,9220,1947,32
27946,Twitter,Video,89,261,194,6173,1768,61
27947,Instagram,Link,996,468,148,1166,1371,35
27948,Instagram,Video,100,221,117,4739,2391,43
27949,Twitter,Image,993,338,108,8546,946,56
27950,LinkedIn,Video,199,476,6,9455,4094,51
27951,Facebook,Image,302,293,187,6797,2890,26
27952,Twitter,Video,930,397,166,2628,621,52
27953,Facebook,Link,595,15,26,7645,2005,63
27954,LinkedIn,Link,968,446,1,4342,626,19
27955,LinkedIn,Video,768,181,199,7346,983,57
27956,LinkedIn,Image,0,374,162,8511,2403,29
27957,Twitter,Image,854,70,49,4983,1459,61
27958,Facebook,Link,281,226,17,4698,2991,55
27959,Twitter,Link,376,467,78,1523,2020,36
27960,LinkedIn,Link,666,275,47,7353,2119,64
27961,Twitter,Image,747,319,109,7916,2039,51
27962,Instagram,Video,828,315,93,5251,2946,18
27963,Facebook,Video,901,429,185,1602,3241,23
27964,LinkedIn,Link,757,25,6,4665,3315,41
27965,Twitter,Video,817,214,200,5476,3478,39
27966,LinkedIn,Video,147,209,116,6838,2178,18
27967,Instagram,Image,805,97,102,1513,3518,29
27968,Twitter,Video,495,391,6,8749,2367,35
27969,LinkedIn,Video,417,186,92,9029,3348,57
27970,Facebook,Image,664,169,137,1694,3961,42
27971,Twitter,Image,184,269,158,1322,1606,37
27972,LinkedIn,Video,87,94,79,8333,4254,44
27973,Twitter,Image,504,478,27,5864,1665,65
27974,LinkedIn,Link,424,148,50,2042,2329,44
27975,Instagram,Link,56,462,64,1634,1716,43
27976,Facebook,Video,996,428,56,6958,3258,53
27977,Instagram,Video,644,265,30,1719,1425,38
27978,Twitter,Image,894,169,117,8820,3725,31
27979,Instagram,Link,638,238,109,9981,1922,23
27980,Facebook,Video,928,353,86,5027,1636,43
27981,LinkedIn,Video,83,234,31,3140,4188,54
27982,Facebook,Video,62,237,71,3094,2935,32
27983,LinkedIn,Image,124,488,141,5720,1645,59
27984,Facebook,Link,499,86,36,6794,2398,45
27985,LinkedIn,Link,268,77,57,6882,919,62
27986,LinkedIn,Link,186,161,94,8609,2062,42
27987,Facebook,Image,785,218,12,2390,3640,23
27988,LinkedIn,Link,651,474,129,5699,594,33
27989,LinkedIn,Link,392,260,128,1256,4977,52
27990,Instagram,Image,841,288,13,8176,2609,27
27991,Instagram,Video,257,412,37,8822,1413,34
27992,LinkedIn,Link,586,485,174,9217,3087,63
27993,Instagram,Image,79,318,185,6896,1070,61
27994,Facebook,Video,762,76,25,7998,654,45
27995,Facebook,Link,185,89,53,5349,4101,35
27996,Twitter,Image,895,382,83,8396,3614,46
27997,Instagram,Video,26,247,125,9419,650,30
27998,Facebook,Image,799,396,13,9310,3838,38
27999,Facebook,Video,65,153,173,2630,2475,48
28000,LinkedIn,Video,181,404,43,5064,1929,32
28001,Facebook,Link,57,233,164,3959,4765,27
28002,Facebook,Video,3,138,0,5353,706,42
28003,Instagram,Video,204,278,25,4740,2975,18
28004,Facebook,Image,999,19,179,7668,3002,37
28005,Facebook,Image,447,192,146,9354,3368,45
28006,LinkedIn,Link,813,386,192,4758,4291,58
28007,Instagram,Link,489,495,7,4659,4883,30
28008,Twitter,Image,172,100,42,8916,4534,36
28009,Twitter,Image,154,139,169,6263,4212,54
28010,LinkedIn,Link,628,126,0,5762,3754,53
28011,LinkedIn,Link,719,481,111,9907,2651,34
28012,Facebook,Link,473,104,142,4166,1503,31
28013,Facebook,Video,520,79,118,2951,856,49
28014,Twitter,Video,30,83,60,7536,4575,45
28015,Facebook,Video,402,342,94,9710,1922,44
28016,LinkedIn,Link,990,469,113,3701,1116,56
28017,Instagram,Link,923,461,150,3205,2006,54
28018,Twitter,Link,624,261,159,7133,1639,50
28019,Facebook,Image,318,65,82,6520,1813,58
28020,LinkedIn,Video,975,325,55,7778,3615,42
28021,Facebook,Image,494,213,8,9721,4045,54
28022,Facebook,Video,461,443,154,8875,2934,65
28023,LinkedIn,Video,134,199,4,5934,1366,49
28024,LinkedIn,Link,824,365,6,1789,1030,58
28025,Facebook,Video,481,425,177,3716,1190,31
28026,Instagram,Image,307,214,196,3179,3590,50
28027,Instagram,Link,55,297,174,5111,3482,39
28028,Facebook,Link,738,161,46,1473,1838,59
28029,Instagram,Image,756,62,115,7090,3091,48
28030,Twitter,Link,967,424,40,2668,753,43
28031,Instagram,Link,112,266,12,5607,4230,47
28032,Facebook,Link,513,492,119,8927,4050,59
28033,Facebook,Image,45,138,5,1517,1464,32
28034,LinkedIn,Video,67,41,132,9810,2294,37
28035,LinkedIn,Image,21,103,2,8819,4353,23
28036,Twitter,Image,595,461,17,7712,715,54
28037,LinkedIn,Video,232,13,34,6305,2227,28
28038,Twitter,Image,633,371,63,5407,1336,46
28039,Twitter,Image,605,206,163,3550,4994,56
28040,LinkedIn,Video,178,385,117,6435,4164,58
28041,Facebook,Image,175,424,194,7070,1341,30
28042,Instagram,Video,569,225,118,7236,4952,49
28043,Twitter,Video,128,234,130,2305,1752,31
28044,Instagram,Video,405,225,26,8478,3849,63
28045,LinkedIn,Image,296,260,123,5918,4001,60
28046,Twitter,Link,155,273,159,3816,2247,24
28047,Instagram,Link,3,23,174,6546,1989,59
28048,Facebook,Image,750,45,8,3790,3524,45
28049,Twitter,Image,884,223,112,5911,3769,37
28050,Facebook,Link,518,122,105,6514,2138,44
28051,LinkedIn,Link,538,137,85,2390,1250,63
28052,Facebook,Link,999,253,47,6505,2888,53
28053,Twitter,Video,985,164,64,7549,1286,57
28054,Twitter,Link,141,163,167,6142,656,42
28055,Twitter,Link,402,118,162,8542,2670,23
28056,Facebook,Image,430,346,43,1379,4054,50
28057,Twitter,Image,390,58,183,8831,4270,65
28058,LinkedIn,Link,360,179,175,9910,2284,40
28059,Facebook,Image,67,188,58,5342,2536,21
28060,Instagram,Image,312,464,133,4943,1979,26
28061,Instagram,Link,758,272,174,6134,4418,33
28062,LinkedIn,Video,339,287,85,7639,593,65
28063,Twitter,Link,463,387,39,8307,3518,48
28064,Instagram,Video,543,155,22,9053,4646,44
28065,LinkedIn,Link,632,392,46,7488,4349,40
28066,Instagram,Video,715,151,75,8708,4978,33
28067,Twitter,Image,897,184,62,7449,4607,21
28068,Instagram,Image,306,60,118,5643,1387,35
28069,Instagram,Image,901,36,93,6103,4805,55
28070,Instagram,Video,886,85,54,1700,1060,30
28071,Twitter,Image,964,73,197,2060,3104,49
28072,Twitter,Image,894,488,40,5625,4543,37
28073,Facebook,Video,266,278,153,8761,2705,32
28074,Facebook,Link,111,305,43,6057,4917,32
28075,Facebook,Video,585,37,121,3957,3946,47
28076,LinkedIn,Image,372,290,72,2338,4977,48
28077,Facebook,Video,400,271,59,3211,3427,42
28078,Facebook,Image,614,85,18,8213,4678,37
28079,Facebook,Link,833,203,84,1313,1640,56
28080,Twitter,Link,789,71,5,1170,2789,64
28081,LinkedIn,Image,64,411,156,8398,1094,42
28082,Twitter,Video,695,147,59,8900,4529,21
28083,Instagram,Video,102,249,150,8750,2713,64
28084,Twitter,Image,451,26,42,3273,2444,48
28085,Twitter,Link,319,472,59,1191,4033,33
28086,Facebook,Video,970,275,114,7815,2505,49
28087,Instagram,Link,878,363,42,7185,2892,45
28088,Instagram,Video,462,387,104,7134,3090,47
28089,Twitter,Video,115,472,179,3097,1331,56
28090,LinkedIn,Image,114,210,188,3173,1071,54
28091,Instagram,Image,11,147,51,1497,2979,18
28092,Twitter,Image,350,142,39,7224,3738,28
28093,Instagram,Video,427,483,39,2058,1678,25
28094,Instagram,Link,839,133,61,4725,1368,56
28095,LinkedIn,Video,62,50,145,2218,2169,42
28096,Facebook,Video,902,488,185,4275,3066,28
28097,LinkedIn,Video,450,387,32,5951,2535,64
28098,Twitter,Video,892,217,171,1326,4017,52
28099,Instagram,Image,391,484,144,8022,1077,58
28100,Twitter,Video,48,282,53,8080,4256,49
28101,Twitter,Video,810,291,7,8705,4642,55
28102,Twitter,Image,388,498,35,8009,3330,47
28103,Twitter,Link,753,182,110,6475,2220,27
28104,Instagram,Image,515,152,92,3408,3702,19
28105,Instagram,Video,176,293,77,2894,3702,44
28106,Facebook,Link,150,419,176,9134,964,50
28107,Facebook,Image,485,76,94,3513,1243,47
28108,Facebook,Link,567,2,19,6078,2062,51
28109,LinkedIn,Link,143,497,133,3322,3993,56
28110,Twitter,Image,60,177,173,7894,3863,47
28111,Instagram,Video,877,343,94,8691,2001,40
28112,LinkedIn,Link,89,487,85,8106,3494,47
28113,Twitter,Image,914,447,26,9692,735,65
28114,Instagram,Image,231,14,67,8721,1617,42
28115,Instagram,Link,51,94,30,5010,687,54
28116,Twitter,Video,14,176,97,1276,3669,20
28117,Instagram,Link,38,415,153,7447,4702,64
28118,Facebook,Link,290,239,41,9342,2565,52
28119,Twitter,Image,129,63,48,9761,1472,27
28120,Instagram,Video,973,83,87,6357,1897,31
28121,Facebook,Video,825,422,156,8866,1687,30
28122,Instagram,Video,226,349,68,4560,2971,39
28123,Twitter,Link,998,335,198,3977,4330,65
28124,Instagram,Link,753,382,94,1781,4609,63
28125,Twitter,Video,592,484,182,1178,3001,19
28126,Twitter,Video,580,21,44,2678,4559,41
28127,LinkedIn,Link,879,133,167,7899,2443,58
28128,Instagram,Video,373,60,90,1506,2949,24
28129,Twitter,Link,441,401,86,9656,3907,35
28130,Facebook,Link,894,370,30,6503,2809,65
28131,LinkedIn,Link,538,79,138,1927,727,48
28132,Twitter,Image,431,344,136,5579,1805,29
28133,Facebook,Image,977,283,180,5895,4535,23
28134,Instagram,Video,386,278,48,1358,3378,53
28135,LinkedIn,Image,993,391,65,6569,1642,64
28136,Facebook,Video,854,11,12,3659,3289,23
28137,LinkedIn,Image,591,367,191,2283,885,32
28138,Instagram,Link,27,375,32,7034,3784,32
28139,LinkedIn,Link,927,177,134,4747,4476,24
28140,LinkedIn,Link,535,201,0,6356,4908,21
28141,Facebook,Video,398,143,183,5969,1394,61
28142,LinkedIn,Link,433,200,114,5743,1972,52
28143,Instagram,Image,185,365,139,6891,3931,28
28144,Twitter,Link,880,304,200,9878,2742,52
28145,LinkedIn,Video,717,398,4,3129,3816,48
28146,LinkedIn,Video,856,89,27,6632,3529,51
28147,Facebook,Video,792,1,113,4583,2804,25
28148,Instagram,Video,830,402,171,2604,2161,40
28149,Twitter,Image,128,177,118,2101,2046,19
28150,Twitter,Video,735,108,34,8023,3956,44
28151,Facebook,Image,495,378,45,6019,3343,41
28152,LinkedIn,Link,928,170,53,4851,4689,25
28153,Twitter,Image,1000,484,142,8953,672,26
28154,LinkedIn,Link,506,158,168,3715,4277,48
28155,Twitter,Image,271,80,63,6144,876,27
28156,LinkedIn,Image,389,377,113,7325,2422,29
28157,Twitter,Video,842,87,157,4645,2656,37
28158,Facebook,Image,340,14,172,4181,2043,49
28159,Facebook,Video,963,306,114,9059,4229,44
28160,LinkedIn,Link,833,131,97,7379,778,51
28161,Facebook,Image,524,56,68,3140,4621,54
28162,Facebook,Image,451,129,165,7555,4805,51
28163,Instagram,Video,655,308,124,6175,4727,55
28164,Instagram,Link,500,51,104,9217,770,48
28165,Instagram,Video,751,135,51,1762,714,62
28166,LinkedIn,Image,448,33,67,7829,3222,21
28167,Facebook,Link,18,57,140,7211,3067,47
28168,Instagram,Image,298,133,70,2083,2186,40
28169,Twitter,Image,761,374,158,2749,4357,39
28170,LinkedIn,Image,378,275,38,3868,3282,37
28171,Twitter,Image,655,182,190,2464,1080,22
28172,Instagram,Image,962,261,48,2964,928,39
28173,Facebook,Image,892,197,126,2097,3534,39
28174,LinkedIn,Video,482,142,75,9252,1972,51
28175,LinkedIn,Image,742,234,119,6518,1892,63
28176,LinkedIn,Link,330,454,146,2876,1869,42
28177,Instagram,Video,859,268,165,9974,3555,30
28178,Instagram,Video,293,272,23,1719,2913,30
28179,Facebook,Image,869,250,51,1221,1181,49
28180,LinkedIn,Link,527,112,197,5736,3426,29
28181,LinkedIn,Video,999,392,127,2930,3428,21
28182,Twitter,Image,741,323,143,3666,711,56
28183,Facebook,Link,288,251,153,9117,2045,56
28184,Instagram,Image,714,184,168,1401,806,37
28185,Facebook,Link,954,250,164,7850,1408,54
28186,LinkedIn,Image,883,314,158,3206,2862,49
28187,Facebook,Link,93,490,138,8869,4096,40
28188,Instagram,Video,49,132,82,3361,998,60
28189,Instagram,Video,490,133,50,3291,2788,60
28190,Twitter,Image,743,448,173,1124,4150,28
28191,LinkedIn,Image,105,104,48,9067,2101,48
28192,Facebook,Link,746,342,76,1381,3598,45
28193,Facebook,Image,759,394,139,5551,4285,58
28194,Twitter,Video,75,22,133,3024,4874,29
28195,Twitter,Video,989,432,118,9892,4054,51
28196,LinkedIn,Video,256,237,161,5586,3824,36
28197,Facebook,Image,368,228,57,8910,1963,57
28198,Instagram,Link,227,183,161,6887,914,62
28199,Twitter,Video,255,209,96,9212,506,23
28200,Facebook,Video,3,427,56,8478,4720,61
28201,Instagram,Image,27,276,169,1341,4089,46
28202,Facebook,Link,546,340,19,7506,3463,59
28203,Facebook,Link,164,343,104,9852,3286,40
28204,Twitter,Image,76,468,59,6414,1009,25
28205,LinkedIn,Link,975,479,127,8295,3441,42
28206,Instagram,Link,927,41,7,9291,4226,30
28207,LinkedIn,Link,705,463,184,4469,4580,51
28208,LinkedIn,Link,606,113,8,8553,3895,41
28209,Instagram,Video,99,329,57,9566,4554,34
28210,Instagram,Video,505,223,25,5084,1397,28
28211,Instagram,Link,644,328,89,7686,2849,30
28212,Facebook,Image,303,409,63,9537,3194,58
28213,LinkedIn,Video,375,246,13,7597,821,43
28214,Instagram,Link,377,240,142,9185,3478,41
28215,LinkedIn,Link,728,458,48,6818,1761,46
28216,Twitter,Link,930,407,198,8648,3901,18
28217,Twitter,Link,888,147,41,4904,4073,60
28218,Instagram,Video,914,28,119,7683,4331,50
28219,Twitter,Link,287,466,157,1933,3640,30
28220,Instagram,Link,327,307,197,6377,504,47
28221,Facebook,Image,98,38,158,3061,1767,27
28222,Facebook,Video,799,355,128,4227,3112,20
28223,Instagram,Image,441,69,49,6160,1336,54
28224,Twitter,Video,733,151,123,3311,4297,38
28225,LinkedIn,Video,728,30,163,8255,3510,61
28226,Twitter,Image,882,238,187,7091,1035,53
28227,LinkedIn,Link,635,433,200,2509,2503,36
28228,LinkedIn,Image,636,262,104,1105,3405,26
28229,Facebook,Image,800,200,27,9470,3493,57
28230,Facebook,Link,842,383,5,7183,1052,33
28231,Instagram,Image,212,42,117,5673,3127,26
28232,Twitter,Video,320,31,37,5814,1977,42
28233,Twitter,Image,471,37,22,4849,1511,24
28234,Facebook,Image,156,166,80,6116,2266,46
28235,Twitter,Video,901,382,50,3539,4465,40
28236,LinkedIn,Video,686,391,137,8762,523,49
28237,Twitter,Link,532,466,98,7168,3118,29
28238,Instagram,Video,131,457,164,3432,533,46
28239,Twitter,Link,292,53,114,9472,2756,45
28240,Instagram,Video,460,340,111,1865,521,58
28241,LinkedIn,Image,252,358,98,7223,2177,33
28242,Facebook,Link,244,85,197,6539,4845,56
28243,Instagram,Link,530,22,195,5973,3296,38
28244,Facebook,Video,738,285,117,3196,1051,25
28245,LinkedIn,Image,804,172,19,6899,4106,44
28246,LinkedIn,Video,11,488,77,4504,822,31
28247,LinkedIn,Image,856,165,174,7174,1879,23
28248,Twitter,Link,944,368,12,2392,1795,22
28249,Facebook,Image,417,421,131,2977,3491,21
28250,Instagram,Image,370,396,19,8079,1765,26
28251,LinkedIn,Video,973,39,76,2838,1639,25
28252,Instagram,Image,532,221,137,7504,4458,30
28253,Facebook,Video,82,174,128,8948,3673,24
28254,Twitter,Video,771,458,180,3562,2969,63
28255,Facebook,Image,872,453,195,8518,3098,44
28256,Twitter,Link,295,446,60,2709,3792,22
28257,Facebook,Video,873,384,95,2393,2000,51
28258,Twitter,Video,870,221,2,2202,1696,41
28259,Facebook,Image,101,165,109,2042,1363,55
28260,Instagram,Link,275,111,192,7648,1349,23
28261,LinkedIn,Link,316,235,91,6186,3942,39
28262,LinkedIn,Link,702,410,160,3856,4420,41
28263,Facebook,Link,335,50,199,3408,1132,59
28264,Twitter,Image,781,219,113,7949,1609,38
28265,Instagram,Video,211,101,13,7985,4905,24
28266,Instagram,Video,967,343,187,8478,4795,33
28267,Instagram,Video,768,405,122,4239,991,39
28268,Facebook,Video,494,102,2,6062,4008,18
28269,Twitter,Video,601,391,188,1344,3476,24
28270,Facebook,Link,940,275,26,8668,4909,64
28271,Facebook,Image,632,207,166,4730,1006,29
28272,Twitter,Image,563,101,71,9623,3934,56
28273,Twitter,Link,449,194,5,4362,2237,53
28274,Facebook,Video,248,136,164,5254,4744,39
28275,Instagram,Video,463,173,160,2704,3940,41
28276,LinkedIn,Image,284,413,7,6486,4271,18
28277,Twitter,Video,233,150,165,4398,4808,49
28278,Twitter,Image,467,72,185,5904,2840,57
28279,LinkedIn,Video,253,19,126,9772,4178,53
28280,Twitter,Image,684,78,95,4989,518,30
28281,LinkedIn,Video,142,482,105,9521,4641,24
28282,Twitter,Link,580,134,116,6513,4047,61
28283,Facebook,Video,367,127,105,9121,3124,34
28284,LinkedIn,Video,641,414,96,5410,3985,45
28285,Facebook,Link,904,415,81,5377,4969,45
28286,Twitter,Link,807,185,179,2865,3273,21
28287,LinkedIn,Image,294,355,123,2168,1304,48
28288,Twitter,Video,607,18,12,4745,1034,38
28289,LinkedIn,Video,438,490,61,9118,1510,64
28290,Facebook,Video,197,258,47,8216,1697,44
